prompt_id,prompt,continuation_text,token_idx,token_id,token_str,p_a,p_b,ratio_pA_over_pB
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",30,416, by,0.18194657184869303,0.11874228930366622,1.5322811520282467
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",31,4737, asking,0.05153790870783735,0.042167610083975016,1.2222155489770887
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",32,606, them,0.168729847762156,0.29713057551428024,0.5678643050117431
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",33,611, if,0.01940934037914685,0.013924039800563098,1.3939446207530894
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",34,484, they,0.719105436024288,0.663708937376054,1.0834650485003892
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",35,588, like,0.039997232034594654,0.07403506773748264,0.5402471187899618
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",36,393, or,0.04874756437862552,0.03453591237243795,1.4115035923454986
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",37,23109, dislike,0.8402970396010284,0.5731741042469649,1.466041528001355
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",38,1223, something,0.06823949870538723,0.21896449680008848,0.31164640707798824
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",39,13,.,0.535034447316082,0.6499232946034689,0.8232270665763983
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",40,632, It,0.04516377138738672,0.043833495953523316,1.0303483763940229
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",41,2753, takes,0.07285649103140925,0.07719935523309795,0.9437448125236831
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",42,511, their,0.0062688482827356964,0.0007605142614863054,8.242906938371174
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",43,966, point,0.013663797439188304,0.004618752136938876,2.958330959115749
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",44,422, from,0.0015213186667066797,0.002099294574110296,0.7246808930335235
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",45,7382, somewhere,0.008852490002720856,0.017928678065287616,0.4937614457956324
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",46,2073, else,0.09111370481803828,0.8467374866453296,0.10760561124914837
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",47,532, -,0.007431875256749652,0.009536675808679857,0.7792941068611654
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",48,345, you,0.0346912493100309,0.028834549842985335,1.2031139552702377
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",49,460, can,0.19166834991318377,0.12929864729468543,1.4823693358241492
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",50,910, say,0.036243599273181534,0.011187714802284003,3.239589130908334
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",51,366," """,0.13082309073982704,0.12531218036105335,1.0439774518558012
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",52,3919,no,0.04153823711619559,0.009746816576051313,4.261723486031149
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",53,1600,""",",0.2031028742082563,0.05447233542444577,3.7285508804733385
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",54,475, but,0.19129456824443025,0.4406124907266304,0.4341560266005153
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",55,314, I,0.017260629445317484,0.005699969230818039,3.0281969509579794
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",56,561, would,0.04436979969492571,0.02874596828092094,1.543513833359877
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",57,1239, never,0.039365549044071885,0.07519585865953023,0.5235068758548281
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",58,466, do,0.047780840664451624,0.03884573364121952,1.2300151441534621
2,A simple explanation of why reinforcement learning is hard is," that it doesn't take into account what other people are saying, and the only way to make sure your argument works in a good manner isn´t by asking them if they like or dislike something. It takes their point from somewhere else - you can say ""no"", but I would never do this",59,428, this,0.07567155496888966,0.06593887896026845,1.1476014782490562
